Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,,,,,,,,
Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,,,,,,,,Bounce-All,,,,,,,,
Bounce-All,,,,,Bounce-All,,,,,,,,,,Bounce-All,,,,,,,,
Bounce-All,,,,,Bounce-All,,,,,,,,,,Bounce-All,,,,,,,,
Bounce-All,,,,,Bounce-All,,,,,,,,,,Bounce-All,,,,,,,,
Bounce-All,Bounce-All,GravityUp-All,GravityUp-All,GravityUp-All,Bounce-All,,,,Bounce-All,Bounce-All,Bounce-All,Bounce-All,,,Bounce-All,,,,,,,,
Bounce-All,Bounce-All,GravityUp-All,GravityUp-All,GravityUp-All,Bounce-All,,,,Bounce-All,,,,,,Bounce-All,,,,,,,,
Bounce-All,Bounce-All,GravityUp-All,GravityUp-All,GravityUp-All,Bounce-All,,,,Bounce-All,,,,,,Bounce-All,,,,,,,,
Bounce-All,,GravityUp-All,GravityUp-All,GravityUp-All,Bounce-All,,,,Bounce-All,,,,,,Bounce-All,,,,,,,,
Bounce-All,,GravityUp-All,GravityUp-All,GravityUp-All,,,,,Bounce-All,,,Bounce-All,Bounce-All,Bounce-All,Bounce-All,,,,,,,,
Bounce-All,,,,,,,,,Bounce-All,,,,,,Bounce-All,,,,,,,,
Bounce-All,,,,,,,,,Bounce-All,,,,,,Bounce-All,,,,,,,,
Bounce-All,,,,,,,,,Bounce-All,,,,,,Bounce-All,,,,,,,,
Bounce-All,Death-All,Death-All,Death-All,Death-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,,,Bounce-All,,,,,,,,Bounce-All
Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,Bounce-All,,,Bounce-All,,,,,,,,Bounce-All
,,,,,,,,Bounce-All,,,,Bounce-All,,,Bounce-All,,,,,,,,
,,,,,,,,Bounce-All,,,,Bounce-All,,,Bounce-All,,,,,,,,
,,,,,,,,Bounce-All,,,,Bounce-All,,,Bounce-All,,,,,,,,
,,,,,,,,Bounce-All,,,,Bounce-All,,,Bounce-All,,,,,,,,
,,Bounce-All,Bounce-All,Bounce-All,,,,Bounce-All,,,,Bounce-All,,,Bounce-All,,,,,,,,
,,,,Bounce-All,,,,Bounce-All,,,,Bounce-All,,,Bounce-All,,,,,,,,
,,,,Bounce-All,,,,Bounce-All,,,,Bounce-All,,,Bounce-All,,,,,,,,
,,,,Bounce-All,,,,Bounce-All,,,,Bounce-All,,,Bounce-All,,,,,,,,
,,,,Bounce-All,,,,Bounce-All,,,,,,,Bounce-All,,,,,,,,
,,,,Bounce-All,,,,,,,,,,,Bounce-All,,,,,,,,
,,,,Bounce-All,,,,,,,,,,,Bounce-All,,,,,,,,
,,,,Bounce-All,,,,,,,,,,,Bounce-All,,,,,,,,
,,,Bounce-All,Bounce-All,,,,,,,,,,,Bounce-All,,,,,,,,
,,,,Bounce-All,,,,,,,,,,,Bounce-All,,,,,,,,
,,,,Bounce-All,,,,,,,,,,,Bounce-All,,,,,,,,
Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Death-All,Bounce-All,,,,,,,,
